epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,prec_class_2,prec_class_3,prec_class_4,prec_class_5,prec_class_6,prec_class_7,prec_class_8,prec_class_9,prec_class_10,rec_class_0,rec_class_1,rec_class_2,rec_class_3,rec_class_4,rec_class_5,rec_class_6,rec_class_7,rec_class_8,rec_class_9,rec_class_10,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6,f1_class_7,f1_class_8,f1_class_9,f1_class_10,auc_class_0,auc_class_1,auc_class_2,auc_class_3,auc_class_4,auc_class_5,auc_class_6,auc_class_7,auc_class_8,auc_class_9,auc_class_10
1,1.2277523452638845,0.8565474065144857,0.625,0.980298184961724,0.6168902616831695,0.5642210405332944,0.4970687204637747,0.9827586206896551,0.5074626865671642,0.0,0.9717514124293786,0.0,0.46107784431137727,0.5813630041724618,0.9080459770114943,0.5333333333333333,0.84,1.0,0.8952879581151832,1.0,0.0,0.8514851485148515,0.0,0.9808917197452229,0.9743589743589743,0.2276657060518732,0.9545454545454546,0.11731843575418995,0.2048780487804878,0.936986301369863,0.6732673267326733,0.0,0.9076517150395779,0.0,0.6272912423625254,0.7282229965156795,0.3640552995391705,0.6843177189409368,0.20588235294117646,0.340080971659919,0.9972144979316874,0.9842238205325798,0.9835719729965157,0.9985781454857815,0.973565299007777,0.9742914547086736,0.9785697406685689,0.9815350577425788,0.9848958333333333,0.9627493202937442,0.9640848918777254
2,0.8848050915798041,0.4473485541343689,0.8403010033444817,0.9897538845612414,0.8411140256080308,0.7722987656069982,0.745406420282796,0.9705882352941176,1.0,0.47540983606557374,0.9285714285714286,0.8656716417910447,0.688622754491018,0.852,1.0,0.992831541218638,0.6553030303030303,0.8232558139534883,0.8638743455497382,0.00980392156862745,0.90625,0.9653465346534653,0.4393939393939394,0.732484076433121,0.993006993006993,0.968299711815562,0.7869318181818182,0.9664804469273743,0.8634146341463415,0.9141274238227147,0.019417475728155338,0.6236559139784946,0.9466019417475728,0.5829145728643216,0.7098765432098766,0.9171151776103337,0.9838945827232797,0.8779714738510301,0.781038374717833,0.8428571428571429,0.9980304050277005,0.9815437965579246,0.980427918118467,0.9989353044893531,0.9802527487262,0.9761239117114806,0.9979813021076394,0.9999069918195077,0.9881559157754011,0.995650384851323,0.990284050988658
3,0.7628088615164069,0.4532244515419006,0.8398829431438127,0.9900741421682568,0.8129774825706124,0.7751908498041906,0.7810676016754016,0.9759036144578314,0.5072463768115942,0.4634146341463415,0.9736842105263158,0.7261904761904762,0.9537037037037037,0.7396551724137931,1.0,0.9226519337016574,0.8023952095808383,0.877906976744186,0.8481675392670157,0.6862745098039216,0.19791666666666666,0.9158415841584159,0.9242424242424242,0.6560509554140127,1.0,0.8645533141210374,0.9488636363636364,0.7486033519553073,0.7365853658536585,0.907563025210084,0.5833333333333334,0.2773722627737226,0.9438775510204082,0.8133333333333334,0.7773584905660378,0.8503468780971258,0.9273570324574961,0.9355742296918768,0.7745664739884393,0.8010610079575596,0.999022338727518,0.9750963267403031,0.9715583260743321,0.9970839549708395,0.9904800214534728,0.9930748514512888,0.999129584967588,0.9999577235543217,0.9899175579322638,0.9910836676116499,0.9844112103672478
4,0.6946873212676454,0.3267122224966685,0.8674749163879598,0.9944992173980143,0.8646365127112712,0.8003546810287595,0.7770588559117091,0.9640718562874252,0.5470588235294118,0.9090909090909091,0.9774011299435028,0.57847533632287,1.0,0.9031578947368422,1.0,0.993993993993994,0.6972111553784861,0.9405405405405406,0.8429319371727748,0.9117647058823529,0.10416666666666667,0.8564356435643564,0.9772727272727273,0.3503184713375796,1.0,0.9942363112391931,0.9403409090909091,0.9776536312849162,0.848780487804878,0.8994413407821229,0.6838235294117647,0.18691588785046728,0.9129287598944591,0.7267605633802817,0.5188679245283019,0.9491150442477876,0.9971098265895953,0.9664233576642336,0.813953488372093,0.8923076923076924,0.997533248808847,0.9862787909923795,0.9854366289198606,0.9994032279940324,0.993148297130598,0.9953832343008593,0.9999976250613031,1.0,0.9936525178253119,0.9964354865989947,0.9922223337459712
5,0.6248157561817533,0.2827234600484371,0.9101170568561873,0.996375509806359,0.8863346056697549,0.865360050365813,0.8704873204696287,1.0,0.7043478260869566,0.7941176470588235,0.9897435897435898,0.8461538461538461,0.7428571428571429,0.8863636363636364,0.9827586206896551,1.0,0.8554216867469879,0.9479166666666666,0.9424083769633508,0.7941176470588235,0.5625,0.9554455445544554,0.6666666666666666,0.9936305732484076,1.0,0.9855907780979827,0.9375,0.7932960893854749,0.8878048780487805,0.9703504043126685,0.7465437788018433,0.6585365853658537,0.9722921914357683,0.7457627118644068,0.8501362397820164,0.9397590361445783,0.9841726618705036,0.967741935483871,0.8231884057971014,0.9168765743073047,0.9998144584446385,0.9894297456974056,0.9883493031358885,0.999805596998056,0.9964400643604183,0.9986862166745037,0.9991889584350104,0.9998435771509904,0.9981283422459892,0.9920101381627608,0.9984342065642878
6,0.6045001735118403,0.23268156190713246,0.931438127090301,0.9966305409662904,0.9005804090818169,0.8897848089401414,0.8788325134243344,0.9257425742574258,0.8529411764705882,0.5655172413793104,0.9950248756218906,0.832258064516129,0.9235668789808917,0.9792147806004619,1.0,1.0,0.9209039548022598,0.9112149532710281,0.9790575916230366,0.28431372549019607,0.8541666666666666,0.9900990099009901,0.9772727272727273,0.9235668789808917,0.9883449883449883,1.0,0.9289772727272727,0.9106145251396648,0.9512195121951219,0.9516539440203562,0.4264705882352941,0.6804979253112033,0.9925558312655087,0.8989547038327527,0.9235668789808917,0.9837587006960556,1.0,0.9631811487481591,0.9157303370786517,0.9307875894988067,0.9997740199005212,0.9894725575819847,0.9896241652148665,0.9999841764998417,0.9995273531777956,0.9987774120463386,0.9996746333985255,1.0,0.9903130570409983,0.9975841081269391,0.9982044676413843
7,0.5847500183616113,0.34559256037076314,0.8486622073578596,0.9938062509834524,0.7645469859544293,0.7672634405217835,0.725256184941544,0.9792746113989638,0.0,0.48066298342541436,0.9949238578680203,0.5603864734299517,1.0,0.8545816733067729,1.0,1.0,0.8104575163398693,0.7297297297297297,0.9895287958115183,0.0,0.90625,0.9702970297029703,0.8787878787878788,0.14012738853503184,1.0,0.9913544668587896,0.9488636363636364,0.6927374301675978,0.9219512195121952,0.984375,0.0,0.628158844765343,0.9824561403508771,0.6843657817109144,0.24581005586592178,0.9215896885069818,0.9956584659913169,0.9737609329446064,0.7469879518072289,0.8146551724137931,0.9998644119403126,0.9861803236578475,0.9844657375145179,0.9995863284958633,0.9896118262268705,0.9910201057296343,0.9995713235652105,1.0,0.9996755236185383,0.9883749403600361,0.993518239709146
8,0.5501116142044379,0.20642545064290366,0.9360367892976589,0.9972033594937989,0.9109771635081348,0.9019737231596547,0.9017954086941864,0.9788359788359788,0.725,0.7837837837837838,0.9950738916256158,0.9047619047619048,0.867816091954023,0.9816933638443935,1.0,1.0,1.0,0.7837837837837838,0.9685863874345549,0.8529411764705882,0.6041666666666666,1.0,0.8636363636363636,0.9617834394904459,1.0,0.9884726224783862,0.9488636363636364,0.7430167597765364,0.9902439024390244,0.9736842105263158,0.7837837837837838,0.6823529411764706,0.9975308641975309,0.8837209302325582,0.9123867069486404,0.9907621247113164,0.9942028985507246,0.9737609329446064,0.8525641025641025,0.875,0.9996431893166123,0.9907226646116962,0.9903137703252032,1.0,0.9973317243228748,0.997380982915117,0.9999821879597732,1.0,0.9968248663101604,0.9987327296548834,0.9983048390154684
9,0.539658393540894,0.2806249636411667,0.8963210702341137,0.9953922806343344,0.8741453436411885,0.8434928353829769,0.8515174851920905,1.0,0.6764705882352942,0.5692307692307692,0.9899497487437185,0.9714285714285714,0.9047619047619048,0.8511904761904762,0.9970674486803519,1.0,0.89171974522293,0.7637795275590551,0.9424083769633508,0.45098039215686275,0.7708333333333334,0.9752475247524752,0.7727272727272727,0.7261146496815286,1.0,0.9798270893371758,0.9318181818181818,0.7821229050279329,0.9463414634146341,0.9703504043126685,0.5411764705882353,0.6548672566371682,0.9825436408977556,0.8607594936708861,0.8056537102473498,0.9196141479099679,0.9883720930232558,0.9647058823529412,0.8333333333333334,0.8453159041394336,0.9999762126211075,0.9891343436938094,0.9893610264227641,0.9989669514896695,0.9978278358809333,0.9900483050485187,0.9999180646149571,0.9999873170662965,0.9987870432263815,0.991477480706945,0.9938305062062966
10,0.5163434906030113,0.18954203734795252,0.9326923076923077,0.997408405639208,0.9258378513539719,0.8831654050035169,0.8573915067312886,0.9362745098039216,0.5340314136125655,1.0,0.9852941176470589,0.9485294117647058,0.950920245398773,1.0,1.0,1.0,1.0,0.8291666666666667,1.0,1.0,0.052083333333333336,0.995049504950495,0.9772727272727273,0.9872611464968153,0.993006993006993,1.0,0.9517045454545454,0.7877094972067039,0.9707317073170731,0.9670886075949368,0.6962457337883959,0.09900990099009901,0.9901477832512315,0.9626865671641791,0.96875,0.9964912280701754,1.0,0.975254730713246,0.88125,0.8943820224719101,0.9999096079602084,0.9905599794502954,0.9905587616144018,0.9999796554997965,0.9996815500134084,0.9997577622935636,0.9999905002452124,1.0,0.9948292669340464,0.9984045520754707,0.997820825944885
