epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,rec_class_0,rec_class_1,f1_class_0,f1_class_1,auc_class_0,auc_class_1
1,0.3983131525880199,0.4039546838312438,0.8187022900763359,0.9355041416738075,0.7838257461561653,0.8585451775683138,0.7959426278228005,0.5934579439252337,0.9741935483870968,0.9407407407407408,0.7763496143958869,0.7277936962750716,0.8640915593705293,0.9355041416738076,0.9355041416738075
2,0.30507465297892944,0.602131005489465,0.75,0.9638008188136722,0.7463571719997668,0.8219461106350566,0.7333333333333334,0.5077519379844961,0.9849624060150376,0.9703703703703703,0.6735218508997429,0.6666666666666666,0.8,0.9638008188136722,0.9638008188136723
3,0.27984857538999136,0.219665603204207,0.9045801526717557,0.9633057221746166,0.8710423434832884,0.88494715795487,0.8776044099785107,0.7972027972027972,0.9448818897637795,0.8444444444444444,0.9254498714652957,0.8201438848920863,0.935064935064935,0.9633057221746166,0.9633057221746167
4,0.2729582107673257,0.20778008776180673,0.916030534351145,0.968618489955251,0.8865433401848045,0.8974959535370847,0.8917924457460389,0.8226950354609929,0.9503916449086162,0.8592592592592593,0.9357326478149101,0.8405797101449275,0.9430051813471503,0.968618489955251,0.9686184899552509
5,0.2635431427066609,0.1955034010338061,0.9312977099236641,0.9702561172998192,0.9014407158836689,0.9271255831667142,0.9130595088857754,0.8322147651006712,0.9706666666666667,0.9185185185185185,0.9357326478149101,0.8732394366197183,0.9528795811518325,0.9702561172998191,0.9702561172998192
6,0.24239625506481882,0.3814586080384977,0.8664122137404581,0.9520898790821671,0.8245680235209032,0.8930972103208608,0.8441615825161872,0.6701570680628273,0.978978978978979,0.9481481481481482,0.8380462724935732,0.7852760736196319,0.9030470914127424,0.9520898790821671,0.9520898790821671
7,0.23435631505513596,0.751026451587677,0.7767175572519084,0.9542797296010662,0.7661751824817518,0.8471960392268876,0.759816653934301,0.536,0.9963503649635036,0.9925925925925926,0.7017994858611826,0.6961038961038961,0.8235294117647058,0.9542797296010662,0.9542797296010662
8,0.21874614075078802,0.25464126828945044,0.9064885496183206,0.980186613348567,0.8664119644723093,0.9273445682186041,0.8879789884253099,0.7443181818181818,0.9885057471264368,0.9703703703703703,0.884318766066838,0.842443729903537,0.9335142469470827,0.9801866133485669,0.9801866133485672
9,0.2305216805409577,0.3686653267253529,0.8721374045801527,0.9858516614300676,0.8327911011960092,0.9090450347519756,0.8525462525462526,0.6717171717171717,0.9938650306748467,0.9851851851851852,0.8329048843187661,0.7987987987987988,0.9062937062937063,0.9858516614300675,0.9858516614300676
10,0.19884679458909116,0.173212216038144,0.9408396946564885,0.9796058269065981,0.9218465736810189,0.9238788917452156,0.9228559080957606,0.8823529411764706,0.961340206185567,0.8888888888888888,0.9588688946015425,0.8856088560885609,0.9601029601029601,0.9796058269065981,0.9796058269065981
11,0.21879803295862876,0.34959602536577167,0.8606870229007634,0.9791297724459678,0.8245192307692308,0.9061696658097687,0.8418129561855137,0.6490384615384616,1.0,1.0,0.8123393316195373,0.7871720116618076,0.8964539007092198,0.9791297724459678,0.9791297724459678
12,0.19518276624760386,0.24258743542613406,0.9083969465648855,0.9825954489193565,0.8686000362300941,0.9262115586023041,0.8896454896454896,0.7514450867052023,0.9857549857549858,0.9629629629629629,0.8894601542416453,0.8441558441558441,0.9351351351351351,0.9825954489193565,0.9825954489193564
13,0.18805743910498537,0.3475547455476992,0.8912213740458015,0.9801770922593545,0.8500959079283887,0.9170617918689898,0.87156365700427,0.7119565217391305,0.9882352941176471,0.9703703703703703,0.8637532133676092,0.8213166144200627,0.9218106995884774,0.9801770922593545,0.9801770922593545
14,0.20205325888375106,0.22119773292180264,0.9083969465648855,0.9790345615538417,0.8688390699224935,0.9213748452823003,0.8887945670628183,0.757396449704142,0.9802816901408451,0.9481481481481482,0.8946015424164524,0.8421052631578947,0.9354838709677419,0.9790345615538416,0.9790345615538418
15,0.20048057992579574,0.22827100211923773,0.9255725190839694,0.9825668856517185,0.8889917210742411,0.9401980386556221,0.9091115291731711,0.7891566265060241,0.9888268156424581,0.9703703703703703,0.910025706940874,0.8704318936877077,0.9477911646586346,0.9825668856517185,0.9825668856517186
16,0.1982017527192326,0.2924932905218818,0.9007633587786259,0.9861753784632963,0.860267706135335,0.9259068837475006,0.8822023933042817,0.7292817679558011,0.9912536443148688,0.9777777777777777,0.8740359897172236,0.8354430379746836,0.9289617486338798,0.9861753784632963,0.9861753784632963
17,0.16900523880780755,0.209315532987768,0.9255725190839694,0.9938874607255069,0.8881144291754757,0.9474531086356279,0.9101662952168695,0.7790697674418605,0.9971590909090909,0.9925925925925926,0.9023136246786633,0.8729641693811075,0.9473684210526315,0.9938874607255069,0.9938874607255069
