epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,rec_class_0,rec_class_1,f1_class_0,f1_class_1,auc_class_0,auc_class_1
1,0.5984979456121271,0.5776678721110026,0.7201591511936339,0.6420514581572274,0.5744718940207663,0.5091575091575091,0.4528847575716934,0.42105263157894735,0.7278911564625851,0.038461538461538464,0.9798534798534798,0.07048458149779736,0.8352849336455894,0.6420514581572274,0.6420514581572274
2,0.5789938955595999,0.6347992420196533,0.7241379310344828,0.6280818540433925,0.3620689655172414,0.5,0.42,0.0,0.7241379310344828,0.0,1.0,0.0,0.84,0.6280818540433925,0.6280818540433925
3,0.5613006591796875,0.5453351338704427,0.7387267904509284,0.7145938996900536,0.8292847503373819,0.5279304029304029,0.47776406599936017,0.9230769230769231,0.7354925775978407,0.057692307692307696,0.9981684981684982,0.1085972850678733,0.846930846930847,0.7145938996900536,0.7145938996900536
4,0.5745774240204782,0.6562763849894205,0.6392572944297082,0.7005626584953508,0.6151910464784716,0.6422847985347986,0.608290741292506,0.4041916167664671,0.8261904761904761,0.6490384615384616,0.6355311355311355,0.4981549815498155,0.7184265010351967,0.7005626584953508,0.7005626584953508
5,0.5693468960848722,1.1695783933003743,0.28116710875331563,0.6500950972104818,0.6386666666666667,0.5036630036630036,0.2243917251850446,0.2773333333333333,1.0,1.0,0.007326007326007326,0.4342379958246347,0.014545454545454545,0.6500950972104818,0.6500950972104818
6,0.5633501919833097,0.5698630015055338,0.7400530503978779,0.6841627923358693,0.6646597092141646,0.63003663003663,0.6396496566791511,0.5405405405405406,0.7887788778877888,0.38461538461538464,0.8754578754578755,0.449438202247191,0.8298611111111112,0.6841627923358694,0.6841627923358692
7,0.5636759208910394,1.2069764137268066,0.2891246684350133,0.675383910960834,0.6397849462365591,0.5091575091575091,0.23647300646877456,0.27956989247311825,1.0,1.0,0.018315018315018316,0.4369747899159664,0.03597122302158273,0.675383910960834,0.675383910960834
8,0.5658459981282552,0.6199687321980795,0.7241379310344828,0.6192457382361228,0.3620689655172414,0.5,0.42,0.0,0.7241379310344828,0.0,1.0,0.0,0.84,0.619245738236123,0.6192457382361227
9,0.5577360210996686,0.5776106516520182,0.7427055702917772,0.7199034939419555,0.6718390804597701,0.6527014652014652,0.6599276501167084,0.5402298850574713,0.803448275862069,0.4519230769230769,0.8534798534798534,0.49214659685863876,0.827708703374778,0.7199034939419555,0.7199034939419555
10,0.5454225944750237,0.5401134490966797,0.773209549071618,0.7570882642998027,0.7262340833769405,0.6484661172161172,0.6646491969568893,0.6581196581196581,0.7943485086342229,0.3701923076923077,0.9267399267399268,0.47384615384615386,0.8554522400676247,0.7570882642998028,0.7570882642998027
11,0.5355955644087358,0.5043180783589681,0.7572944297082228,0.7593424204001127,0.7668860680144178,0.5749771062271062,0.565431554414752,0.7777777777777778,0.7559943582510579,0.16826923076923078,0.9816849816849816,0.2766798418972332,0.8541832669322709,0.7593424204001128,0.7593424204001127
12,0.5422290455211293,0.5084240436553955,0.7506631299734748,0.74218089602705,0.6821827201322861,0.6552197802197802,0.6645653490837498,0.5609756097560976,0.8033898305084746,0.4423076923076923,0.8681318681318682,0.4946236559139785,0.8345070422535211,0.74218089602705,0.7421808960270498
13,0.5326420870694247,0.5268075466156006,0.7493368700265252,0.7509949985911524,0.6907423580786026,0.7019230769230769,0.6955175662942522,0.5414847161572053,0.84,0.5961538461538461,0.8076923076923077,0.5675057208237986,0.8235294117647058,0.7509949985911524,0.7509949985911525
14,0.5326236840450402,0.49986449877421063,0.7877984084880637,0.7557850803043111,0.7931750741839763,0.6391941391941391,0.656648451730419,0.8,0.7863501483679525,0.3076923076923077,0.9706959706959707,0.4444444444444444,0.8688524590163934,0.7557850803043111,0.7557850803043111
15,0.5188254269686612,0.4806083043416341,0.7771883289124668,0.8028317836010144,0.7226766239924134,0.7315705128205128,0.7267290848686196,0.5900900900900901,0.8552631578947368,0.6298076923076923,0.8333333333333334,0.6093023255813953,0.8441558441558441,0.8028317836010145,0.8028317836010144
16,0.5269470908425071,0.9065647125244141,0.40583554376657827,0.7663690476190477,0.6132874960025584,0.5748626373626373,0.3972477588077428,0.3113207547169811,0.9152542372881356,0.9519230769230769,0.1978021978021978,0.46919431279620855,0.3253012048192771,0.7663690476190477,0.7663690476190476
17,0.5123872930353338,0.5908645788828532,0.7095490716180372,0.843675154973232,0.6993018581855365,0.7488553113553114,0.6905127383342049,0.48467966573816157,0.9139240506329114,0.8365384615384616,0.6611721611721612,0.6137566137566137,0.767268862911796,0.843675154973232,0.8436751549732319
18,0.5124253822095466,0.6017155249913534,0.726790450928382,0.6617753240349394,0.863031914893617,0.5048076923076923,0.43017095898451835,1.0,0.726063829787234,0.009615384615384616,1.0,0.01904761904761905,0.8412942989214176,0.6617753240349394,0.6617753240349394
19,0.5066362091989228,0.6055335998535156,0.6976127320954907,0.8364460059171597,0.6912357050307025,0.7391254578754579,0.6793380537047953,0.4726775956284153,0.9097938144329897,0.8317307692307693,0.6465201465201466,0.6027874564459931,0.7558886509635975,0.8364460059171597,0.8364460059171598
20,0.4856392137932055,0.5281124909718832,0.7559681697612732,0.7700980910115527,0.825,0.5621565934065934,0.5410044332693708,0.9,0.75,0.12980769230769232,0.9945054945054945,0.226890756302521,0.8551181102362204,0.7700980910115526,0.7700980910115527
21,0.4956679430874911,0.6536506017049154,0.73342175066313,0.7770850943927866,0.8654618473895582,0.5168269230769231,0.45483192143743595,1.0,0.7309236947791165,0.03365384615384615,1.0,0.06511627906976744,0.8445475638051044,0.7770850943927866,0.7770850943927866
22,0.46556972734855884,0.391341765721639,0.8461538461538461,0.8826958298112144,0.8056712727765359,0.8178800366300366,0.8113129395521422,0.7072072072072072,0.9041353383458647,0.7548076923076923,0.8809523809523809,0.7302325581395349,0.8923933209647495,0.8826958298112144,0.8826958298112144
23,0.4517531019268614,0.8390336434046427,0.5729442970822282,0.8484035996055226,0.6539579468150897,0.6753663003663004,0.570575542113269,0.3836734693877551,0.9242424242424242,0.9038461538461539,0.4468864468864469,0.5386819484240688,0.6024691358024692,0.8484035996055226,0.8484035996055227
24,0.4535102844238281,0.3572801152865092,0.8647214854111406,0.8908935615666385,0.8640726387887527,0.7845695970695971,0.8117380959374908,0.863013698630137,0.8651315789473685,0.6057692307692307,0.9633699633699634,0.711864406779661,0.9116117850953206,0.8908935615666383,0.8908935615666385
25,0.4437143210208777,0.7487256328264872,0.629973474801061,0.8846682163989856,0.6910445102536127,0.7266483516483516,0.6254346746150025,0.42332613390928725,0.9587628865979382,0.9423076923076923,0.510989010989011,0.5842026825633383,0.6666666666666666,0.8846682163989856,0.8846682163989856
26,0.44624986359567353,0.6477320194244385,0.6803713527851459,0.8989019794308256,0.7153846153846154,0.7644230769230769,0.6724852972187727,0.46153846153846156,0.9692307692307692,0.9519230769230769,0.5769230769230769,0.6216640502354788,0.7233065442020666,0.8989019794308256,0.8989019794308256
27,0.4523278669877486,0.9177318414052328,0.4907161803713528,0.9019133910960834,0.659863741708623,0.6409111721611722,0.4895525545643665,0.3487972508591065,0.9709302325581395,0.9759615384615384,0.3058608058608059,0.5139240506329114,0.46518105849582175,0.9019133910960834,0.9019133910960834
28,0.4388451605132132,0.3162247935930888,0.8779840848806366,0.9213863060016907,0.845699203876774,0.8517628205128205,0.8486379862620338,0.7710280373831776,0.9203703703703704,0.7932692307692307,0.9102564102564102,0.7819905213270142,0.9152854511970534,0.9213863060016907,0.9213863060016907
29,0.4326400988029711,0.3257843057314555,0.876657824933687,0.9135892152719076,0.846528055444489,0.8434065934065934,0.8449434475438655,0.7804878048780488,0.912568306010929,0.7692307692307693,0.9175824175824175,0.774818401937046,0.915068493150685,0.9135892152719076,0.9135892152719075
30,0.4228381994998816,0.492661992708842,0.7692307692307693,0.9040618836291914,0.7433633392580701,0.798992673992674,0.7477562697552085,0.5521472392638037,0.9345794392523364,0.8653846153846154,0.7326007326007326,0.6741573033707865,0.8213552361396304,0.9040618836291913,0.9040618836291914
31,0.4208577040470008,0.4513119657834371,0.8209549071618037,0.9006586362355593,0.7796995362740966,0.8213141025641025,0.7930201489669308,0.6356877323420075,0.9237113402061856,0.8221153846153846,0.8205128205128205,0.7169811320754716,0.8690591658583899,0.9006586362355594,0.9006586362355593
32,0.40967749393347536,0.6909759839375814,0.6710875331564987,0.9117312975486054,0.7066824576514499,0.7535485347985348,0.6631138975966562,0.45348837209302323,0.9598765432098766,0.9375,0.5695970695970696,0.6112852664576802,0.7149425287356321,0.9117312975486053,0.9117312975486054
