epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,rec_class_0,rec_class_1,f1_class_0,f1_class_1,auc_class_0,auc_class_1
1,0.38949986827575556,3.081446813814568,0.2729007633587786,0.5583833190516996,0.6308139534883721,0.5102827763496144,0.22752440539066035,0.2616279069767442,1.0,1.0,0.02056555269922879,0.4147465437788018,0.04030226700251889,0.5583833190516996,0.5583833190516995
2,0.29850657928293034,0.2703625234690579,0.8816793893129771,0.9408454727220794,0.84843489353351,0.8380843568504237,0.843034941249227,0.7829457364341085,0.9139240506329114,0.7481481481481481,0.9280205655526992,0.7651515151515151,0.9209183673469388,0.9408454727220794,0.9408454727220794
3,0.28240387775635317,0.3276337257191313,0.8835877862595419,0.9405217556888508,0.8909017713365539,0.7958392840140912,0.8284889492238433,0.9021739130434783,0.8796296296296297,0.6148148148148148,0.9768637532133676,0.7312775330396476,0.925700365408039,0.9405217556888508,0.9405217556888508
4,0.28927244859731804,1.362263887669101,0.5477099236641222,0.962286965628868,0.6814516129032258,0.6953727506426735,0.5472333723435672,0.3629032258064516,1.0,1.0,0.390745501285347,0.5325443786982249,0.5619223659889094,0.962286965628868,0.962286965628868
5,0.25233579474990653,0.21546512940954982,0.9198473282442748,0.9626106826620966,0.9095756821247017,0.8758830810244692,0.8908744719252663,0.8907563025210085,0.928395061728395,0.7851851851851852,0.9665809768637532,0.8346456692913385,0.947103274559194,0.9626106826620966,0.9626106826620966
6,0.24358552287695773,0.23775398618344104,0.916030534351145,0.9672093687517852,0.878490219737267,0.9240978767971055,0.896841163310962,0.7791411042944786,0.9778393351800554,0.9407407407407408,0.9074550128534704,0.8523489932885906,0.9413333333333334,0.9672093687517852,0.9672093687517852
7,0.24005891930753903,0.18553786205522943,0.9255725190839694,0.9756450537941541,0.9295344751866491,0.8724840521755689,0.8961242280224668,0.9363636363636364,0.9227053140096618,0.762962962962963,0.9820051413881749,0.8408163265306122,0.9514321295143213,0.9756450537941541,0.9756450537941541
8,0.23241702068155096,0.1611362248659134,0.9351145038167938,0.9778634675806913,0.9244310776942356,0.903094353994097,0.9130417805544709,0.904,0.9448621553884712,0.837037037037037,0.9691516709511568,0.8692307692307693,0.9568527918781726,0.9778634675806913,0.9778634675806913
9,0.22744221975237636,0.18213823595733353,0.9312977099236641,0.9725887841569075,0.921294325162703,0.8956869465866895,0.9074477480129526,0.9024390243902439,0.940149625935162,0.8222222222222222,0.9691516709511568,0.8604651162790697,0.9544303797468354,0.9725887841569075,0.9725887841569075
10,0.2262805410613448,0.17090606553988022,0.9236641221374046,0.9769589641054937,0.8940041852424712,0.9123107683518994,0.9025297619047619,0.8275862068965517,0.9604221635883905,0.8888888888888888,0.9357326478149101,0.8571428571428571,0.9479166666666666,0.9769589641054937,0.9769589641054937
11,0.21879377241356898,0.16550989945729574,0.9408396946564885,0.9825859278301436,0.9126381461675579,0.940807388365229,0.9252994872502357,0.8466666666666667,0.9786096256684492,0.9407407407407408,0.9408740359897172,0.8912280701754386,0.9593709043250328,0.9825859278301438,0.9825859278301436
12,0.210008871631097,0.1991647028110244,0.9179389312977099,0.988403313339046,0.8801743285993134,0.9302199371608112,0.8997896347293937,0.7771084337349398,0.9832402234636871,0.9555555555555556,0.9048843187660668,0.8571428571428571,0.9424364123159303,0.988403313339046,0.988403313339046
13,0.20577748304201385,0.128319561707251,0.9446564885496184,0.9877558792725888,0.9222218125506969,0.9361230124726269,0.9288466851152097,0.8732394366197183,0.9712041884816754,0.9185185185185185,0.9537275064267352,0.8953068592057761,0.9623865110246433,0.9877558792725889,0.9877558792725887
14,0.20669770531230053,0.1442536594289722,0.9465648854961832,0.9843378082452633,0.9253559987408106,0.9374083595163287,0.9311406472929338,0.8794326241134752,0.9712793733681462,0.9185185185185185,0.9562982005141388,0.8985507246376812,0.9637305699481865,0.9843378082452633,0.9843378082452633
15,0.1974782365358482,0.14253128514709798,0.950381679389313,0.986251547176997,0.9530656707127296,0.9157954870037133,0.9324461016680219,0.957983193277311,0.9481481481481482,0.8444444444444444,0.987146529562982,0.8976377952755905,0.9672544080604534,0.986251547176997,0.9862515471769971
16,0.1950052601048502,0.1682146004203594,0.9370229007633588,0.9876511472912501,0.905309364548495,0.9430734075978292,0.9215024036824688,0.8269230769230769,0.9836956521739131,0.9555555555555556,0.9305912596401028,0.8865979381443299,0.9564068692206077,0.9876511472912501,0.9876511472912501
17,0.182442665756759,0.16849656154712042,0.9446564885496184,0.9846139198324289,0.9196020874103066,0.9409597257926308,0.9294937525228857,0.863013698630137,0.9761904761904762,0.9333333333333333,0.9485861182519281,0.896797153024911,0.9621903520208605,0.9846139198324289,0.9846139198324289
18,0.1950549757581646,0.20184344104067845,0.9179389312977099,0.9797105588879368,0.9304664993959668,0.8528325240407503,0.8827722195341481,0.9509803921568627,0.909952606635071,0.7185185185185186,0.987146529562982,0.8185654008438819,0.9469790382244143,0.9797105588879368,0.9797105588879368
19,0.1967390015216197,0.1491165209674474,0.950381679389313,0.98067218889841,0.9389312977099237,0.9303056269637247,0.934503778628156,0.916030534351145,0.9618320610687023,0.8888888888888888,0.9717223650385605,0.9022556390977443,0.9667519181585678,0.98067218889841,0.98067218889841
20,0.18040773706921076,0.09554324146698821,0.9637404580152672,0.9925164238788917,0.9578484966809839,0.946558126249643,0.9520181209185763,0.9461538461538461,0.9695431472081218,0.9111111111111111,0.9820051413881749,0.9283018867924528,0.9757343550446999,0.9925164238788917,0.9925164238788917
