epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,prec_class_2,prec_class_3,prec_class_4,prec_class_5,prec_class_6,prec_class_7,rec_class_0,rec_class_1,rec_class_2,rec_class_3,rec_class_4,rec_class_5,rec_class_6,rec_class_7,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6,f1_class_7,auc_class_0,auc_class_1,auc_class_2,auc_class_3,auc_class_4,auc_class_5,auc_class_6,auc_class_7
1,0.9548961121768238,0.623672429646287,0.7891355140186916,0.9706853156498716,0.8152043269362592,0.7510457693995407,0.7431392733571147,0.7894736842105263,0.9877049180327869,0.8827586206896552,0.5,0.7681159420289855,0.7647058823529411,0.933933933933934,0.8949416342412452,0.7377049180327869,0.7724358974358975,0.8258064516129032,0.8,0.8688524590163934,0.09090909090909091,0.933933933933934,0.9787234042553191,0.7627118644067796,0.8669064748201439,0.8533333333333334,0.6153846153846154,0.8153846153846154,0.1625,0.933933933933934,0.9349593495934959,0.9863491081554798,0.9937362637362637,0.9714090372304058,0.882945341675154,0.9839107124445818,0.9564820138433904,0.9949543452081524,0.9956957029055447
2,0.6839083481759312,0.5451730211204457,0.8031542056074766,0.977928854091544,0.8022352352453102,0.7628778628793348,0.7520506803123786,0.9041095890410958,0.825136612021858,0.6792452830188679,0.6926229508196722,0.625,0.8723404255319149,0.9135446685878963,0.9058823529411765,0.5409836065573771,0.967948717948718,0.9290322580645162,0.5827586206896552,0.860655737704918,0.2867132867132867,0.9519519519519519,0.9829787234042553,0.676923076923077,0.8908554572271387,0.784741144414169,0.6329588014981273,0.7241379310344828,0.43157894736842106,0.9323529411764706,0.9428571428571428,0.9701670275286112,0.9939102564102564,0.9860525825097892,0.9271400164896455,0.9780802144550985,0.9747422749334795,0.9952831729481475,0.9980552874573243
3,0.6038121967153116,0.4567883488173797,0.8341121495327103,0.9854218744126804,0.8570268933203158,0.7762335716410942,0.7799343678922206,0.9814814814814815,0.8575418994413407,0.8987341772151899,0.6572237960339944,0.7894736842105263,0.8837209302325582,0.9663608562691132,0.8216783216783217,0.4344262295081967,0.9839743589743589,0.9161290322580645,0.8,0.860655737704918,0.26573426573426573,0.948948948948949,1.0,0.6022727272727273,0.9164179104477612,0.9073482428115016,0.7216174183514774,0.8235294117647058,0.40860215053763443,0.9575757575757575,0.9021113243761996,0.9925610887720383,0.9963484432234433,0.9883688648559057,0.9475605024491973,0.9896948138983401,0.9729594815636881,0.9959451837624427,0.9999366167763869
4,0.5558571616675765,0.4402559600143789,0.8469626168224299,0.9853363740809866,0.8276585440559638,0.8450734611886437,0.8259798957036386,0.6838235294117647,0.9820143884892086,0.7019230769230769,0.7740585774058577,0.6538461538461539,0.9117647058823529,0.9388379204892966,0.975,0.7622950819672131,0.875,0.9419354838709677,0.6379310344827587,0.9754098360655737,0.6503496503496503,0.9219219219219219,0.9957446808510638,0.7209302325581395,0.9254237288135593,0.8044077134986226,0.6994328922495274,0.7828947368421053,0.7591836734693878,0.9303030303030303,0.9852631578947368,0.9795803691102175,0.9909981684981686,0.9895663703979946,0.9424608370920026,0.9971131044437571,0.9875159894280352,0.9955771580137063,0.9998789956640113
5,0.5232937741367256,0.34323769139352245,0.8913551401869159,0.9912128082809321,0.8805250818220631,0.8952921712257491,0.8826820843593028,0.8029197080291971,0.9104938271604939,0.9701492537313433,0.9107981220657277,0.7564102564102564,0.8205128205128205,0.90625,0.9666666666666667,0.9016393442622951,0.9455128205128205,0.8387096774193549,0.6689655172413793,0.9672131147540983,0.8951048951048951,0.9579579579579579,0.9872340425531915,0.8494208494208494,0.9276729559748428,0.8996539792387543,0.7713717693836978,0.8489208633093526,0.8561872909698997,0.9313868613138686,0.9768421052631578,0.991813589029797,0.9940155677655678,0.995504174694926,0.9644187399970899,0.9973708629755645,0.9917055538470453,0.9955510260078788,0.9993229519295871
6,0.4785983264944292,0.40469422546502587,0.8551401869158879,0.9914105294363722,0.8662332479626924,0.8269073466921372,0.8288141213486415,0.9090909090909091,0.8036175710594315,0.7382198952879581,0.9158415841584159,0.9491525423728814,0.8571428571428571,0.9408284023668639,0.8159722222222222,0.9016393442622951,0.9967948717948718,0.9096774193548387,0.6379310344827587,0.45901639344262296,0.7552447552447552,0.954954954954955,1.0,0.9053497942386831,0.8898426323319027,0.815028901734104,0.7520325203252033,0.6187845303867403,0.8029739776951673,0.9478390461997019,0.8986615678776291,0.996448087431694,0.997779304029304,0.9918453601839767,0.9654978417964013,0.9970615527373956,0.9862145502680876,0.9964634685446868,0.999974070499431
7,0.46410997846427765,0.3023390385592095,0.9112149532710281,0.9935850842804546,0.9132668955011696,0.8960684609806904,0.9015193839854679,0.9578947368421052,0.8847262247838616,0.8604651162790697,0.8582089552238806,0.8740157480314961,0.9512195121951219,0.9526627218934911,0.9669421487603306,0.7459016393442623,0.9839743589743589,0.9548387096774194,0.7931034482758621,0.9098360655737705,0.8181818181818182,0.9669669669669669,0.9957446808510638,0.8387096774193549,0.9317147192716236,0.9051987767584098,0.8243727598566308,0.891566265060241,0.8796992481203008,0.9597615499254843,0.9811320754716981,0.996097535828436,0.9978914835164836,0.9970621749849794,0.973631116930986,0.9961851737292504,0.9915540164106129,0.9963110318440268,0.999948140998862
8,0.43086981340087355,0.49514174524033183,0.8411214953271028,0.9825758648123781,0.8609644740055662,0.8322078915771336,0.8263068322886906,0.4432234432234432,0.9791666666666666,0.9357142857142857,0.7723577235772358,0.963855421686747,0.9351851851851852,0.9616613418530351,0.896551724137931,0.9918032786885246,0.9038461538461539,0.8451612903225807,0.6551724137931034,0.6557377049180327,0.7062937062937062,0.9039039039039038,0.9957446808510638,0.6126582278481013,0.94,0.888135593220339,0.7089552238805971,0.7804878048780488,0.8047808764940239,0.9318885448916409,0.9435483870967742,0.9938086400659862,0.9958562271062271,0.9946588766652164,0.916082254231534,0.9908650376327457,0.9736057441602375,0.9964504025417731,0.9992797360953053
9,0.4208934797661349,0.49993065681970006,0.8271028037383178,0.9881855695162788,0.8429880081936583,0.8285545714503095,0.8162672411887223,0.8518518518518519,0.9099378881987578,0.6550218340611353,0.936046511627907,0.9493670886075949,0.8057553956834532,0.9683098591549296,0.6676136363636364,0.9426229508196722,0.9391025641025641,0.967741935483871,0.5551724137931034,0.6147540983606558,0.7832167832167832,0.8258258258258259,1.0,0.8949416342412452,0.9242902208201893,0.78125,0.696969696969697,0.746268656716418,0.7943262411347518,0.8914100486223663,0.8006814310051107,0.9977781214558202,0.9942582417582417,0.9889655458180537,0.9629346719045541,0.9880606248066811,0.9788471566674244,0.996426448203098,0.9982137455163572
10,0.40767136646464547,0.5298413804201322,0.8387850467289719,0.9857953281517582,0.8398815715117294,0.8558379982266243,0.8226157078930402,0.57,0.7969151670951157,0.965034965034965,0.959349593495935,0.6703910614525139,0.8320610687022901,0.9701986754966887,0.9551020408163265,0.9344262295081968,0.9935897435897436,0.8903225806451613,0.4068965517241379,0.9836065573770492,0.7622377622377622,0.8798798798798799,0.9957446808510638,0.7080745341614907,0.884450784593438,0.9261744966442953,0.5714285714285714,0.7973421926910299,0.7956204379562044,0.9228346456692913,0.975,0.9865759356634705,0.9986790293040293,0.9919199453042451,0.9309908336970756,0.9977729662851841,0.9866468776602619,0.993880755302075,0.999896281997724
11,0.3988801105754739,0.4185765143309798,0.8551401869158879,0.9915025436427063,0.8678868548223497,0.8402698044344428,0.8340458049594112,1.0,0.8856304985337243,0.5875486381322957,0.9069767441860465,0.7232704402515723,0.9626168224299065,0.9339622641509434,0.943089430894309,0.5655737704918032,0.967948717948718,0.9741935483870968,0.6724137931034483,0.9426229508196722,0.7202797202797203,0.8918918918918919,0.9872340425531915,0.7225130890052356,0.9249617151607963,0.7330097087378641,0.7722772277227723,0.8185053380782918,0.824,0.9124423963133641,0.9646569646569647,0.9917156407877101,0.996771978021978,0.9956036215219508,0.9666593918230758,0.9943911743478709,0.9926771762335815,0.9946364058039185,0.9995649606015644
12,0.38294356213733155,0.3614796950159786,0.8709112149532711,0.9922356127601919,0.8990112849808842,0.8325871949040403,0.8449612493082196,0.6927710843373494,0.9666666666666667,0.9846153846153847,0.6625310173697271,0.9746835443037974,0.971830985915493,0.96,0.9789915966386554,0.9426229508196722,0.9294871794871795,0.8258064516129032,0.9206896551724137,0.6311475409836066,0.4825174825174825,0.9369369369369369,0.9914893617021276,0.7986111111111112,0.9477124183006536,0.8982456140350877,0.7705627705627706,0.7661691542288557,0.6448598130841121,0.9483282674772037,0.985200845665962,0.993076605835653,0.995103021978022,0.9969212919800278,0.9718027062418159,0.9962676564594288,0.9873198821573582,0.997445596430368,0.999948140998862
13,0.3792124806260839,0.3608801504858186,0.8726635514018691,0.9907954308775611,0.8772257617776271,0.8294264497051291,0.8369678130782054,0.9622641509433962,0.9554140127388535,0.9358974358974359,0.7843137254901961,0.7185185185185186,0.9203539823008849,0.9250720461095101,0.8159722222222222,0.4180327868852459,0.9615384615384616,0.9419354838709677,0.8275862068965517,0.7950819672131147,0.7272727272727273,0.963963963963964,1.0,0.5828571428571429,0.9584664536741214,0.9389067524115756,0.8053691275167785,0.754863813229572,0.8125,0.9441176470588235,0.8986615678776291,0.9894215898546243,0.9947916666666667,0.9981146539043239,0.9753601047577477,0.9825909887617279,0.9893121537481002,0.9978353988506272,0.9989368904766707
