epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,prec_class_2,prec_class_3,prec_class_4,prec_class_5,prec_class_6,rec_class_0,rec_class_1,rec_class_2,rec_class_3,rec_class_4,rec_class_5,rec_class_6,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6,auc_class_0,auc_class_1,auc_class_2,auc_class_3,auc_class_4,auc_class_5,auc_class_6
1,1.0274909263876475,0.9192797948443701,0.6999002991026919,0.8135224771860813,0.30015103943675375,0.23964449374285438,0.24265657388483483,0.25,0.41025641025641024,0.35714285714285715,0.0,0.7654761904761904,0.3181818181818182,0.0,0.030303030303030304,0.3076923076923077,0.3181818181818182,0.0,0.9582712369597616,0.06306306306306306,0.0,0.05405405405405406,0.3516483516483517,0.33653846153846156,0.0,0.8510919920582396,0.10526315789473684,0.0,0.8842549203373946,0.8731092776834101,0.8002036037870304,0.8497309115371678,0.8395310003052447,0.7601199854563083,0.6877076411960132
2,0.9531781993228007,0.8845365463741242,0.6889332003988036,0.8291815513213576,0.33017739234297466,0.208095493341395,0.2137753596706587,0.36363636363636365,0.48,0.24489795918367346,0.0,0.722707423580786,0.5,0.0,0.12121212121212122,0.23076923076923078,0.10909090909090909,0.0,0.9865871833084948,0.009009009009009009,0.0,0.18181818181818182,0.3116883116883117,0.1509433962264151,0.0,0.8342785129174544,0.017699115044247787,0.0,0.9203998750390503,0.8756774245733236,0.8154331670569073,0.8607467204843592,0.8636947192645394,0.7701389730537713,0.698179979777553
3,0.9444256377274587,0.9134390467689151,0.707876370887338,0.8215027591663854,0.3702466215891098,0.25406572455752785,0.2690026631461695,0.5,0.32727272727272727,0.3137254901960784,0.0,0.7584204413472706,0.6923076923076923,0.0,0.15151515151515152,0.34615384615384615,0.14545454545454545,0.0,0.9731743666169895,0.16216216216216217,0.0,0.23255813953488372,0.3364485981308411,0.19875776397515527,0.0,0.8524804177545692,0.26277372262773724,0.0,0.9146204311152765,0.8621491547359056,0.815993077471241,0.839724184325597,0.8630797407214551,0.8038621581222478,0.651090567672974
4,0.9286690553029379,0.8789442947932652,0.7048853439680958,0.8403936034761849,0.35064956044937184,0.32765930716750385,0.2934169262744599,0.26373626373626374,0.22413793103448276,0.5319148936170213,0.0,0.8051282051282052,0.6296296296296297,0.0,0.7272727272727273,0.25,0.22727272727272727,0.0,0.9359165424739195,0.15315315315315314,0.0,0.3870967741935484,0.23636363636363636,0.3184713375796178,0.0,0.8656099241902137,0.2463768115942029,0.0,0.9251171508903467,0.8829369894038663,0.8266008347755268,0.9009418096199125,0.8742077101251503,0.8357269825879692,0.6372237469305214
5,0.9261106982078726,0.9267156389024522,0.7058823529411765,0.8304810095815641,0.3345080805719104,0.2866351563072875,0.2820339269186672,0.19230769230769232,0.34545454545454546,0.32666666666666666,0.0,0.8271276595744681,0.65,0.0,0.15151515151515152,0.36538461538461536,0.44545454545454544,0.0,0.9269746646795827,0.11711711711711711,0.0,0.1694915254237288,0.35514018691588783,0.3769230769230769,0.0,0.8742094167252283,0.1984732824427481,0.0,0.9346766635426429,0.8713095526975654,0.8032067596457293,0.9491254624957954,0.8656698328335697,0.7959944249181917,0.5933843709374549
6,0.9023645159588557,0.8644216893211244,0.6979062811565304,0.8297980434928364,0.3768828631044225,0.21457974162892196,0.2218795507894647,0.3333333333333333,0.3142857142857143,0.3548387096774194,0.0,0.7357222844344905,0.9,0.0,0.030303030303030304,0.21153846153846154,0.2,0.0,0.9791356184798807,0.08108108108108109,0.0,0.05555555555555555,0.25287356321839083,0.2558139534883721,0.0,0.840153452685422,0.1487603305785124,0.0,0.9177756950952828,0.8883968292485643,0.8254708337575078,0.8720988900100908,0.8700869049970373,0.795438936694542,0.6393182146468294
7,0.9055788587761796,0.8330050044589572,0.7128614157527418,0.846712965574265,0.4187731622636551,0.2597353318664794,0.2716212298217904,0.375,0.4,0.3950617283950617,0.0,0.7613504074505238,1.0,0.0,0.18181818181818182,0.3076923076923077,0.2909090909090909,0.0,0.9746646795827124,0.06306306306306306,0.0,0.24489795918367346,0.34782608695652173,0.33507853403141363,0.0,0.8549019607843137,0.11864406779661017,0.0,0.9333333333333333,0.9061109763002507,0.8370864298075945,0.8691557349478641,0.8844019894780313,0.8106391144507737,0.6862631807020079
8,0.9005668679056646,0.8391547051687089,0.7198404785643071,0.8408308597381943,0.41711616613748925,0.32242022487924127,0.3047770933382499,0.288135593220339,0.38181818181818183,0.4533333333333333,0.0,0.7965260545905707,1.0,0.0,0.5151515151515151,0.40384615384615385,0.3090909090909091,0.0,0.9567809239940388,0.07207207207207207,0.0,0.3695652173913043,0.3925233644859813,0.3675675675675676,0.0,0.8693297224102912,0.13445378151260504,0.0,0.9319900031240237,0.8974763406940063,0.8312328209304692,0.9152371342078709,0.8703158386152658,0.8175069688522604,0.6220569117434639
9,0.8918435686527322,0.8371116093226841,0.7168494516450648,0.846748676016111,0.37011190487102136,0.2835382974727237,0.2976963597649052,0.47368421052631576,0.296875,0.43333333333333335,0.0,0.7698695136417556,0.6170212765957447,0.0,0.2727272727272727,0.36538461538461536,0.11818181818181818,0.0,0.9672131147540983,0.26126126126126126,0.0,0.34615384615384615,0.3275862068965517,0.18571428571428572,0.0,0.857331571994716,0.3670886075949367,0.0,0.9437050921587005,0.8916727331553831,0.8184566832943092,0.8996804574503867,0.8752132224875657,0.8134771542843292,0.6850353892821031
10,0.8834540081895106,0.8479581522563148,0.7218344965104686,0.8368071161875041,0.39376234670440213,0.3262239606501902,0.3396123887424647,0.35294117647058826,0.3617021276595745,0.4772727272727273,0.3333333333333333,0.8152454780361758,0.4158415841584158,0.0,0.36363636363636365,0.3269230769230769,0.19090909090909092,0.08333333333333333,0.940387481371088,0.3783783783783784,0.0,0.3582089552238806,0.3434343434343434,0.2727272727272727,0.13333333333333333,0.873356401384083,0.39622641509433965,0.0,0.93767572633552,0.9107821726118256,0.8306627303267841,0.855364951227716,0.8762187348499811,0.8043772472023594,0.6425682507583418
