epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,prec_class_2,prec_class_3,prec_class_4,prec_class_5,prec_class_6,prec_class_7,prec_class_8,prec_class_9,prec_class_10,rec_class_0,rec_class_1,rec_class_2,rec_class_3,rec_class_4,rec_class_5,rec_class_6,rec_class_7,rec_class_8,rec_class_9,rec_class_10,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6,f1_class_7,f1_class_8,f1_class_9,f1_class_10,auc_class_0,auc_class_1,auc_class_2,auc_class_3,auc_class_4,auc_class_5,auc_class_6,auc_class_7,auc_class_8,auc_class_9,auc_class_10
1,1.2754929708052798,0.7781721480687459,0.6739130434782609,0.9811056199651188,0.6687374828397368,0.6340116455437362,0.5908830236254641,0.9771428571428571,0.5517241379310345,0.5909090909090909,0.9925373134328358,0.43243243243243246,0.0,0.7603603603603604,0.5688524590163935,1.0,0.8505747126436781,0.631578947368421,0.8952879581151832,0.7843137254901961,0.2708333333333333,0.6584158415841584,0.9696969696969697,0.0,0.9836829836829837,1.0,0.17897727272727273,0.4134078212290503,0.8195121951219512,0.9344262295081968,0.6477732793522267,0.37142857142857144,0.7916666666666666,0.5981308411214953,0.0,0.8577235772357723,0.7251828631138976,0.3036144578313253,0.556390977443609,0.7133757961783439,0.9950617401419155,0.9822245055227331,0.9788672328687572,0.9992766399927664,0.9731630463931349,0.9633850582082959,0.9944165191236002,0.9885909965262852,0.9749554367201426,0.9784993196626335,0.9637213244560431
2,0.9696638593691345,0.7182600851853689,0.7153010033444817,0.9744926855262936,0.6464812089512627,0.6131232507235295,0.5785175294763947,0.9424083769633508,0.0,0.4467005076142132,1.0,0.5714285714285714,0.4975124378109453,0.5980392156862745,0.990990990990991,0.95,0.6142131979695431,0.5,0.9424083769633508,0.0,0.9166666666666666,0.33663366336633666,0.030303030303030304,0.6369426751592356,0.9953379953379954,0.9510086455331412,0.9176136363636364,0.6759776536312849,0.34146341463414637,0.9424083769633508,0.0,0.6006825938566553,0.5037037037037037,0.05755395683453238,0.5586592178770949,0.7471566054243219,0.9705882352941176,0.9335260115606936,0.6436170212765957,0.4057971014492754,0.9983039598849642,0.9824128778148815,0.9717080429732868,0.9938559609385597,0.9691941539286673,0.9597286937687912,0.9967665209641776,0.9997956638458882,0.988375946969697,0.9772118537741684,0.8820658659261489
3,0.8410338206003097,0.5073550597826639,0.8135451505016722,0.988404478880152,0.7262845575865542,0.7319846681785759,0.6984971650854143,0.9940828402366864,0.0,0.48663101604278075,0.8859649122807017,0.72,0.5953307392996109,0.7420494699646644,0.9852507374631269,0.9410112359550562,0.7058823529411765,0.9329268292682927,0.8795811518324608,0.0,0.9479166666666666,1.0,0.4090909090909091,0.9745222929936306,0.9790209790209791,0.962536023054755,0.9517045454545454,0.2011173184357542,0.7463414634146341,0.9333333333333333,0.0,0.6431095406360424,0.9395348837209302,0.5217391304347826,0.7391304347826086,0.8442211055276382,0.9737609329446064,0.9463276836158192,0.3130434782608696,0.8292682926829268,0.9995480398010423,0.978816679510232,0.9744120209059233,0.9997083954970839,0.9825791096808796,0.9908947120933613,0.9900359446971775,0.9994532246358941,0.9869137143493762,0.977534982467744,0.992552444042959
4,0.7614199757282007,0.4336822204788526,0.8545150501672241,0.9858952797265182,0.8126323151143342,0.7676702820610884,0.7497317245225815,0.9675675675675676,0.5833333333333334,0.48520710059171596,0.9395348837209302,0.8292682926829268,0.762589928057554,0.8737270875763747,1.0,1.0,0.8727272727272727,0.625,0.93717277486911,0.06862745098039216,0.8541666666666666,1.0,0.25757575757575757,0.6751592356687898,1.0,0.9942363112391931,0.9261363636363636,0.8044692737430168,0.926829268292683,0.9521276595744681,0.12280701754385964,0.6188679245283019,0.9688249400479616,0.3930635838150289,0.7162162162162162,0.9326086956521739,0.9971098265895953,0.9616519174041298,0.8372093023255814,0.7465618860510805,0.9994219666929122,0.9622142306704341,0.9635870354239257,0.9999389664993896,0.9699182086350229,0.9855711822625002,0.9997601311916137,0.999997181570288,0.9809840129233511,0.9935904394297788,0.9898647216924843
5,0.7039836029603654,0.3618361640969912,0.8787625418060201,0.9893902145964752,0.8595053620895875,0.8081448770762552,0.7980073210258407,0.9775280898876404,0.8125,0.509090909090909,0.9345794392523364,0.9459459459459459,0.8985507246376812,0.9816933638443935,0.9970326409495549,0.9710144927536232,0.8,0.6266233766233766,0.9109947643979057,0.12745098039215685,0.875,0.9900990099009901,0.5303030303030303,0.7898089171974523,1.0,0.968299711815562,0.9517045454545454,0.8044692737430168,0.9414634146341463,0.943089430894309,0.22033898305084745,0.6436781609195402,0.9615384615384616,0.6796116504854369,0.8406779661016949,0.9907621247113164,0.9824561403508771,0.9612625538020086,0.8022284122562674,0.7524366471734892,0.9991317606704235,0.9779005051802381,0.9759681692799071,0.9998734119987341,0.9800784392598552,0.9934567320708474,1.0,0.9997181570288114,0.980386586452763,0.9899830104991582,0.9867955881204903
6,0.6648595392630515,0.48044551754991216,0.8231605351170569,0.9908519150902222,0.8130295269136156,0.7615486842488296,0.7531507906710989,0.8962264150943396,0.6808510638297872,0.5333333333333333,0.9846938775510204,0.5698924731182796,1.0,0.7592920353982301,1.0,0.9963503649635036,0.8040540540540541,0.7186311787072244,0.9947643979057592,0.3137254901960784,0.75,0.9554455445544554,0.803030303030303,0.2611464968152866,1.0,0.9365994236311239,0.7755681818181818,0.664804469273743,0.9219512195121952,0.9429280397022333,0.42953020134228187,0.6233766233766234,0.9698492462311558,0.6666666666666666,0.41414141414141414,0.8631790744466801,0.9672619047619048,0.8722044728434505,0.72782874617737,0.8076923076923077,0.9997954285415245,0.9797799469132631,0.9762676030778166,0.999364799493648,0.9826729686242961,0.9979566536998248,0.999920439553654,0.9999478590503301,0.9900888480392157,0.9811222158550162,0.9924543031438544
7,0.6276817052968481,0.3243768876294295,0.8850334448160535,0.9947864788973991,0.872314808927184,0.8309872494785308,0.8041906904005699,1.0,1.0,0.4731182795698925,0.970873786407767,0.6341463414634146,0.7443609022556391,0.93058568329718,1.0,1.0,0.8952879581151832,0.9470899470899471,0.8481675392670157,0.0784313725490196,0.9166666666666666,0.9900990099009901,0.9848484848484849,0.6305732484076433,1.0,0.9971181556195965,0.8664772727272727,0.9553072625698324,0.8731707317073171,0.9178470254957507,0.14545454545454545,0.624113475177305,0.9803921568627451,0.771513353115727,0.6827586206896552,0.9640449438202248,0.9985569985569985,0.928462709284627,0.9243243243243243,0.9086294416243654,0.9992245314481043,0.9885349773097012,0.9820475827526133,0.9998937564989375,0.9967048806650576,0.9921771470097893,0.9999335017164869,0.9999985907851441,0.9886656082887699,0.9992022760377354,0.9962684153590508
8,0.6134633558782785,0.4324727679292361,0.854933110367893,0.9910102746916597,0.844880317854154,0.7774464213452521,0.7687548227669698,0.9832402234636871,0.7540983606557377,0.6068376068376068,0.9948186528497409,1.0,0.8445945945945946,0.8956158663883089,0.980225988700565,1.0,0.6057692307692307,0.628482972136223,0.9214659685863874,0.45098039215686275,0.7395833333333334,0.9504950495049505,0.09848484848484848,0.7961783439490446,1.0,1.0,0.9005681818181818,0.7039106145251397,0.9902439024390244,0.9513513513513514,0.5644171779141104,0.6666666666666666,0.9721518987341772,0.1793103448275862,0.819672131147541,0.9449339207048458,0.9900142653352354,0.9476831091180867,0.6511627906976745,0.7689393939393939,0.999269727468,0.9805805291548935,0.9829368103948897,0.9999502689995027,0.9820260123357469,0.9937844654383791,0.9996461341341627,1.0,0.9924061385918003,0.9736422914873261,0.9968706436035554
9,0.5857544977185758,0.26544057369232177,0.9184782608695652,0.9954552712040164,0.8870434864653124,0.8776776132382803,0.871159653361494,0.9693877551020408,0.7288135593220338,0.5755395683453237,0.9901960784313726,0.8666666666666667,0.9019607843137255,0.9861111111111112,1.0,0.9822485207100592,1.0,0.7565543071161048,0.9947643979057592,0.4215686274509804,0.8333333333333334,1.0,0.9848484848484849,0.8789808917197452,0.993006993006993,0.9769452449567724,0.9431818181818182,0.6424581005586593,0.9853658536585366,0.9819121447028424,0.5341614906832298,0.6808510638297872,0.9950738916256158,0.9219858156028369,0.8903225806451613,0.9895470383275261,0.9883381924198251,0.9623188405797102,0.782312925170068,0.8559322033898306,0.999914365435987,0.9868182207380769,0.9865889953542393,1.0,0.9991016358272996,0.9982558885136579,0.9999251894310479,0.9999859078514406,0.9845630013368984,0.9985484453218286,0.9963063334337047
10,0.5745965684643509,0.29628415673971176,0.9092809364548495,0.993653524323556,0.8147405335734387,0.846437105603234,0.8214451627607648,0.9621621621621622,0.5053763440860215,0.0,0.8938053097345132,0.9895833333333334,0.9430379746835443,1.0,1.0,0.9850746268656716,0.9132947976878613,0.769811320754717,0.9319371727748691,0.9215686274509803,0.0,1.0,0.7196969696969697,0.9490445859872612,0.9790209790209791,0.9942363112391931,0.9375,0.88268156424581,0.9951219512195122,0.9468085106382979,0.6527777777777778,0.0,0.9439252336448598,0.8333333333333334,0.946031746031746,0.9893992932862191,0.9971098265895953,0.9606986899563319,0.8977272727272727,0.8680851063829788,0.9993149234878959,0.978970802294717,0.9775787601626016,1.0,0.9953137570394207,0.9982330896706992,0.9999964375919547,0.9999985907851441,0.9852774064171124,0.9966046242745382,0.9989003758350341
