epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,rec_class_0,rec_class_1,f1_class_0,f1_class_1,auc_class_0,auc_class_1
1,0.4448853985152461,0.4281937655280618,0.8407960199004975,0.7449207193047337,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.7449207193047337,0.7449207193047337
2,0.3925724297084592,0.3998924149017708,0.8407960199004975,0.8030521911982249,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8030521911982249,0.8030521911982249
3,0.3821830306710167,0.4607088171383914,0.8407960199004975,0.814453125,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.814453125,0.814453125
4,0.3853974657302553,0.4081617048850246,0.8407960199004975,0.7847228642751479,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.7847228642751478,0.784722864275148
5,0.37614249539646233,0.44536710048423095,0.8333333333333334,0.7204199796597632,0.4827261306532663,0.4987287352071006,0.46183663682864445,0.125,0.8404522613065326,0.0078125,0.9896449704142012,0.014705882352941176,0.9089673913043478,0.7204199796597632,0.7204199796597633
6,0.3812136849896474,0.36110400160153705,0.8407960199004975,0.8287895247781065,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8287895247781065,0.8287895247781066
7,0.37215885905210266,0.3878350389354369,0.8407960199004975,0.8518803161982249,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8518803161982249,0.851880316198225
8,0.3709661815400151,0.38415058921365175,0.8407960199004975,0.8402077940088757,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8402077940088757,0.8402077940088758
9,0.37221835435114126,0.41967583783701357,0.8407960199004975,0.7271403476331362,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.7271403476331362,0.7271403476331362
10,0.35838818042115733,0.317152019078825,0.8420398009950248,0.9270005085059172,0.9209215442092155,0.50390625,0.46481752283912764,1.0,0.8418430884184309,0.0078125,1.0,0.015503875968992248,0.914131169709263,0.9270005085059172,0.9270005085059172
11,0.37158987404439936,0.3371269229580374,0.8407960199004975,0.8886025332840237,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8886025332840237,0.8886025332840237
12,0.3696466514163397,0.4330824382749258,0.8407960199004975,0.8033064441568047,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8033064441568046,0.8033064441568049
13,0.3568910079669546,0.3398781418800354,0.8420398009950248,0.8305635170118344,0.9209215442092155,0.50390625,0.46481752283912764,1.0,0.8418430884184309,0.0078125,1.0,0.015503875968992248,0.914131169709263,0.8305635170118343,0.8305635170118344
14,0.356169444932179,0.32024044265934065,0.8407960199004975,0.8940574149408285,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8940574149408285,0.8940574149408284
15,0.3545478138733994,0.40872686312479134,0.8407960199004975,0.863327477810651,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8633274778106509,0.863327477810651
16,0.35584587387909944,0.36379867412295996,0.8407960199004975,0.8632581360946745,0.42039800995024873,0.5,0.45675675675675675,0.0,0.8407960199004975,0.0,1.0,0.0,0.9135135135135135,0.8632581360946746,0.8632581360946744
17,0.34008442470803857,0.37535111635339025,0.8507462686567164,0.8485230214497042,0.9246231155778895,0.53125,0.5180626598465473,1.0,0.8492462311557789,0.0625,1.0,0.11764705882352941,0.9184782608695652,0.8485230214497042,0.8485230214497043
18,0.3249204303137958,0.3271629808872354,0.8544776119402985,0.9112714959319526,0.9262295081967213,0.54296875,0.5393136817979245,1.0,0.8524590163934426,0.0859375,1.0,0.15827338129496402,0.9203539823008849,0.9112714959319526,0.9112714959319527
19,0.332347093869678,0.2993426466105031,0.8631840796019901,0.8908734744822484,0.8854917461055568,0.5766457100591715,0.5956104252400549,0.9090909090909091,0.8618925831202046,0.15625,0.9970414201183432,0.26666666666666666,0.9245541838134431,0.8908734744822484,0.8908734744822485
20,0.3185395714826882,0.30968618962694616,0.8606965174129353,0.8968137481508875,0.9289340101522843,0.5625,0.5728597449908925,1.0,0.8578680203045685,0.125,1.0,0.2222222222222222,0.9234972677595629,0.8968137481508875,0.8968137481508875
21,0.30961736397479067,0.3283980089951964,0.8731343283582089,0.9065042529585798,0.9344473007712082,0.6015625,0.633755515461155,1.0,0.8688946015424165,0.203125,1.0,0.33766233766233766,0.9298486932599724,0.9065042529585798,0.9065042529585798
22,0.32401337529617275,0.35943349757615256,0.8482587064676617,0.9098095414201184,0.9235588972431077,0.5234375,0.5033921302578019,1.0,0.8471177944862155,0.046875,1.0,0.08955223880597014,0.9172320217096337,0.9098095414201183,0.9098095414201184
23,0.3004489673555575,0.46764691962915306,0.845771144278607,0.8624722633136095,0.9225,0.515625,0.4882976102488298,1.0,0.845,0.03125,1.0,0.06060606060606061,0.9159891598915989,0.8624722633136095,0.8624722633136095
24,0.3099601888521151,0.23955647048412584,0.917910447761194,0.9245735484467456,0.8741689310285021,0.7991863905325444,0.8301038638371989,0.8163265306122449,0.9320113314447592,0.625,0.9733727810650887,0.7079646017699115,0.9522431259044862,0.9245735484467456,0.9245735484467456
