epoch,train_loss,val_loss,val_acc,val_auc_macro,val_prec_macro,val_rec_macro,val_f1_macro,prec_class_0,prec_class_1,prec_class_2,prec_class_3,prec_class_4,rec_class_0,rec_class_1,rec_class_2,rec_class_3,rec_class_4,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,auc_class_0,auc_class_1,auc_class_2,auc_class_3,auc_class_4
1,1.4637769250308765,1.482339859008789,0.43333333333333335,0.6151206623644457,0.09541284403669725,0.1925925925925926,0.12760736196319017,0.47706422018348627,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.6380368098159509,0.0,0.0,0.0,0.0,0.7746913580246912,0.625,0.6218944099378882,0.497,0.5570175438596492
2,1.390584665186265,1.4043769836425781,0.475,0.6113799294385871,0.1748803827751196,0.25582010582010584,0.20760683760683762,0.5789473684210527,0.0,0.29545454545454547,0.0,0.0,0.8148148148148148,0.0,0.4642857142857143,0.0,0.0,0.676923076923077,0.0,0.3611111111111111,0.0,0.0,0.7415824915824916,0.5640432098765432,0.6024844720496895,0.583,0.5657894736842105
3,1.3591081675361185,1.4817619323730469,0.425,0.5601624158478469,0.23577863577863578,0.2805820105820106,0.23266048687516241,0.7027027027027027,0.0,0.3333333333333333,0.14285714285714285,0.0,0.48148148148148145,0.0,0.8214285714285714,0.1,0.0,0.5714285714285714,0.0,0.4742268041237113,0.11764705882352941,0.0,0.6212121212121212,0.45061728395061734,0.6479037267080745,0.44950000000000007,0.631578947368421
4,1.3535756223341997,1.3844413757324219,0.425,0.6609897506905897,0.11042071197411003,0.19518518518518518,0.13881710646041856,0.4854368932038835,0.0,0.0,0.06666666666666667,0.0,0.9259259259259259,0.0,0.0,0.05,0.0,0.6369426751592356,0.0,0.0,0.05714285714285714,0.0,0.76010101010101,0.6280864197530864,0.6145186335403727,0.6385,0.6637426900584795
5,1.346408815944896,1.3780250549316406,0.425,0.6549955527451332,0.13592677345537757,0.1992063492063492,0.1570387642086855,0.5217391304347826,0.0,0.15789473684210525,0.0,0.0,0.8888888888888888,0.0,0.10714285714285714,0.0,0.0,0.6575342465753424,0.0,0.1276595744680851,0.0,0.0,0.7584175084175083,0.6165123456790124,0.6079192546583851,0.624,0.6681286549707602
6,1.3509921186110552,1.3564605712890625,0.475,0.6620570067387763,0.18941798941798943,0.2661375661375661,0.21821972065874506,0.6507936507936508,0.0,0.2962962962962963,0.0,0.0,0.7592592592592593,0.0,0.5714285714285714,0.0,0.0,0.7008547008547008,0.0,0.3902439024390244,0.0,0.0,0.7702020202020202,0.6450617283950618,0.6327639751552794,0.6759999999999999,0.5862573099415205
7,1.357094175675336,1.3954429626464844,0.45,0.6232426967359842,0.09,0.2,0.12413793103448276,0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,0.7188552188552187,0.49151234567901236,0.6195652173913043,0.6240000000000001,0.6622807017543859
8,1.3492487458621754,1.3816089630126953,0.45,0.6257285466631004,0.09,0.2,0.12413793103448276,0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,0.7090347923681256,0.5447530864197532,0.6211180124223603,0.609,0.6447368421052632
9,1.3429896971758675,1.3835830688476562,0.44166666666666665,0.632342706165208,0.22281531531531532,0.23354497354497356,0.20113412868766534,0.5375,0.0,0.24324324324324326,0.3333333333333333,0.0,0.7962962962962963,0.0,0.32142857142857145,0.05,0.0,0.6417910447761194,0.0,0.27692307692307694,0.08695652173913043,0.0,0.7166105499438833,0.5648148148148149,0.6125776397515528,0.5834999999999999,0.6842105263157895
10,1.3375716770396513,1.3663406372070312,0.4666666666666667,0.6534769829345726,0.3570719602977667,0.23777777777777778,0.20151171579743005,0.5161290322580645,0.0,0.2692307692307692,1.0,0.0,0.8888888888888888,0.0,0.25,0.05,0.0,0.6530612244897959,0.0,0.25925925925925924,0.09523809523809523,0.0,0.7373737373737375,0.6072530864197532,0.6393633540372671,0.6255000000000001,0.6578947368421053
11,1.3310432434082031,1.3630743026733398,0.44166666666666665,0.6376862596764198,0.08907563025210084,0.1962962962962963,0.12254335260115608,0.44537815126050423,0.0,0.0,0.0,0.0,0.9814814814814815,0.0,0.0,0.0,0.0,0.6127167630057804,0.0,0.0,0.0,0.0,0.6952861952861953,0.6018518518518519,0.6261645962732919,0.597,0.6681286549707602
12,1.3392066394581514,1.4294700622558594,0.38333333333333336,0.6336501795404923,0.15912698412698414,0.25222222222222224,0.18265060240963854,0.5892857142857143,0.0,0.0,0.20634920634920634,0.0,0.6111111111111112,0.0,0.0,0.65,0.0,0.6,0.0,0.0,0.3132530120481928,0.0,0.6829405162738496,0.5362654320987654,0.6145186335403727,0.624,0.7105263157894737
13,1.338860736173742,1.3385581970214844,0.4583333333333333,0.6908625636701914,0.16159554730983303,0.22777777777777777,0.1823157894736842,0.4897959183673469,0.0,0.3181818181818182,0.0,0.0,0.8888888888888888,0.0,0.25,0.0,0.0,0.631578947368421,0.0,0.28,0.0,0.0,0.770763187429854,0.6998456790123456,0.6319875776397516,0.6485,0.7032163742690059
14,1.322214210734648,1.3308038711547852,0.45,0.6939539498357957,0.09,0.2,0.12413793103448276,0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,0.7477553310886644,0.7283950617283951,0.6269409937888198,0.662,0.7046783625730995
15,1.3186328551348518,1.3291301727294922,0.45,0.6988949195929364,0.09,0.2,0.12413793103448276,0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,0.7727272727272727,0.7098765432098766,0.6335403726708074,0.6795,0.6988304093567251
16,1.3192083414863138,1.3681411743164062,0.43333333333333335,0.6929484703927877,0.2085680171277997,0.24587301587301585,0.2256841370664978,0.609375,0.0,0.30303030303030304,0.13043478260869565,0.0,0.7222222222222222,0.0,0.35714285714285715,0.15,0.0,0.6610169491525424,0.0,0.32786885245901637,0.13953488372093023,0.0,0.7533670033670032,0.7808641975308642,0.6614906832298136,0.5775,0.6915204678362573
17,1.316919074339025,1.3394231796264648,0.48333333333333334,0.682285862548334,0.44569757727652465,0.3129100529100529,0.31793345543345547,0.6349206349206349,1.0,0.2777777777777778,0.3157894736842105,0.0,0.7407407407407407,0.16666666666666666,0.35714285714285715,0.3,0.0,0.6837606837606838,0.2857142857142857,0.3125,0.3076923076923077,0.0,0.7508417508417509,0.6342592592592593,0.6327639751552795,0.6845,0.7090643274853801
18,1.3090435476864086,1.3102703094482422,0.475,0.7021715631121428,0.23308823529411765,0.30899470899470904,0.23516152362584375,0.6029411764705882,0.0,0.25,0.3125,0.0,0.7592592592592593,0.0,0.03571428571428571,0.75,0.0,0.6721311475409836,0.0,0.0625,0.4411764705882353,0.0,0.7693602693602694,0.6936728395061729,0.6611024844720497,0.6645,0.7222222222222222
19,1.308399565079633,1.2711162567138672,0.43333333333333335,0.7267052573976297,0.1874740041593345,0.21952380952380954,0.18750026622367047,0.4787234042553192,0.0,0.3157894736842105,0.14285714285714285,0.0,0.8333333333333334,0.0,0.21428571428571427,0.05,0.0,0.6081081081081081,0.0,0.2553191489361702,0.07407407407407407,0.0,0.7702020202020203,0.7692901234567902,0.6715838509316769,0.709,0.7134502923976609
20,1.2856737585628735,1.4035358428955078,0.4166666666666667,0.6970957039796094,0.2669590643274854,0.2991005291005291,0.23083333333333336,0.8611111111111112,0.0,0.25,0.2236842105263158,0.0,0.5740740740740741,0.0,0.07142857142857142,0.85,0.0,0.6888888888888889,0.0,0.1111111111111111,0.3541666666666667,0.0,0.7940516273849607,0.6427469135802469,0.6750776397515528,0.666,0.7076023391812866
